Site ID,Program Code,Program Name,Address 1,Address 2,Zipcode,Program Type,Enrollment,Daily Start Time,Length of Pre-K Day,Early Drop-Off Available,Late Pick-Up Available,Meals,Playspace,Dual Language,Collaborative Teachers - Survey Percent Positive,Supportive Environment - Survey Percent Positive,Effective School Leadership - Survey Percent Positive,Strong Family-Community Ties - Survey Percent Positive,Trust - Survey Percent Positive,Survey - Number of Guardian Responses,Survey - Guardian Response Rate,CLASS Most Recent Assessment Year,CLASS Emotional Support Score,CLASS Emotional Support Rating,CLASS Classroom Organization Score,CLASS Classroom Organization Rating,CLASS Instructional Support Score,CLASS Instructional Support Rating,ECERS Most Recent Assessment Year,ECERS Observation Average Score,ECERS Observation Average Rating,ECERS Language Reasoning Score,ECERS Language Reasoning Rating,ECERS Interaction Score,ECERS Interaction Rating,ECERS Activities Score,ECERS Activities Rating,ECERS Personal Care Routines Score,ECERS Personal Care Routines Rating,ECERS Space and Furnishings Score,ECERS Space and Furnishings Rating,ECERS Program Structure Score,ECERS Program Structure Rating,Total.ECERS,Quality Review - Date of Review,Quality Review - How well do teachers work with each other?
14K297,14K297,P.S. 297 Abraham Stockton,700 Park Avenue,"Brooklyn, NY 11206",11206,District School,18,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch,Indoor/Outdoor (offsite) playspace,,88%,100%,95%,100%,100%,13,76%,2015-16 School Year,6.3,4,6.5,4,3.7,3,2014-15 School Year,3.9,3,5.5,4,5.4,4,3.8,3,2.3,3,3.6,3,3.7,3,51.2,"March 3, 2015",3
14K319,14K319,P.S. 319,360 Keap Street,"Brooklyn, NY 11211",11211,District School,50,8:20 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),98%,100%,98%,100%,99%,49,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"April 15, 2015",4
14K380,14K380,P.S. 380 John Wayne Elementary,370 Marcy Avenue,"Brooklyn, NY 11206",11206,District School,63,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,89%,97%,99%,95%,98%,53,84%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,6.1,4,6.8,4,6.8,4,6.1,4,5.8,4,5.4,4,7,4,72,"May 5, 2015",4
14K414,14K414,Brooklyn Arbor Elementary School,325 South 3rd Street,"Brooklyn, NY 11211",11211,District School,36,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,90%,99%,100%,100%,100%,18,53%,2014-15 School Year,6.4,4,5.9,3,4.1,3,2013-14 School Year,4.5,3,3.5,3,6.2,4,4.4,3,2.8,3,4.8,3,6,4,55.2,"May 4, 2015",4
15K001,15K001,P.S. 1 The Bergen,309 47th Street,"Brooklyn, NY 11220",11220,District School,120,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),74%,99%,100%,95%,99%,82,71%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,11-Dec-14,3
15K015,15K015,P.S. 15 Patrick F. Daly,71 Sullivan Street,"Brooklyn, NY 11231",11231,District School,70,8:15 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,Dual Language (Spanish),91%,98%,94%,94%,97%,32,49%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"November 18, 2015",4
15K024,15K024,P.S. 24,427 38th Street,"Brooklyn, NY 11232",11232,District School,31,8:10 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,73%,98%,100%,97%,100%,11,33%,2015-16 School Year,6.2,4,6.7,4,3.7,3,2014-15 School Year,3.8,3,4.5,3,4.8,3,4.6,3,2.5,3,2.8,1,3.3,2,44.3,23-Mar-15,3
15K029,15K029,P.S. 29 John M. Harrigan,425 Henry Street,"Brooklyn, NY 11201",11201,District School,54,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,92%,97%,98%,96%,98%,20,38%,2015-16 School Year,6.7,4,6.2,4,1.6,1,2014-15 School Year,3.5,3,5.5,4,3.6,3,3.6,3,2.5,3,3.6,3,2.7,1,45,"November 17, 2014",4
15K032,15K032,P.S. 32 Samuel Mills Sprole,317 Hoyt Street,"Brooklyn, NY 11231",11231,District School,30,8:20 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Outdoor (onsite) playspace,,81%,97%,94%,99%,99%,13,45%,2014-15 School Year,6.2,4,5.7,3,4.5,3,2014-15 School Year,4.6,3,5.5,4,6.4,4,5.5,4,2.2,2,4.5,3,2.7,1,52.4,"January 29, 2016",3
15K038,15K038,P.S. 38 The Pacific,450 Pacific Street,"Brooklyn, NY 11217",11217,District School,110,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,90%,96%,75%,90%,86%,44,42%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.7,3,5,4,4.8,3,4.1,3,2.3,3,3.4,3,2.7,1,46,"January 26, 2016",4
15K039,15K039,P.S. 39 Henry Bristow,417 6th Avenue,"Brooklyn, NY 11215",11215,District School,36,8:20 AM,6 hr 20 mins,No,No,Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,80%,98%,89%,97%,95%,10,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"December 8, 2015",4
15K058,15K058,P.S. 58 The Carroll,330 Smith Street,"Brooklyn, NY 11231",11231,District School,54,8:50 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,91%,96%,90%,99%,96%,18,35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,11-Feb-15,4
15K118,15K118,The Maurice Sendak Community School,211 8th Street,"Brooklyn, NY 11215",11215,District School,67,8:20 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,98%,97%,88%,92%,91%,46,70%,2015-16 School Year,6.7,4,6.7,4,3.4,3,2013-14 School Year,3.5,3,2.8,1,4.4,3,3.5,3,2.8,3,3.6,3,3.5,3,43.1,29-Apr-15,4
15K124,15K124,P.S. 124 Silas B. Dutcher,515 4th Avenue,"Brooklyn, NY 11215",11215,District School,30,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,64%,99%,89%,95%,92%,15,54%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.5,3,4.5,3,4.8,3,3.4,3,2.3,3,3.4,3,2.7,1,43.6,12-Mar-15,3
15K130,15K130,P.S. 130 The Parkside,70 Ocean Parkway,"Brooklyn, NY 11218",11218,District School,72,8:20 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch,Outdoor (onsite) playspace,,85%,100%,92%,96%,97%,39,57%,2014-15 School Year,6.3,4,6.2,4,4.9,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,19-Nov-14,4
15K131,15K131,P.S. 131 Brooklyn,4305 Fort Hamilton Parkway,"Brooklyn, NY 11219",11219,District School,36,8:10 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,94%,100%,95%,93%,97%,11,31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.7,3,4.3,3,4.8,3,3.8,3,1.3,1,4,3,4.8,3,45.7,23-Jan-15,4
15K146,15K146,Brooklyn New School,610 Henry Street,"Brooklyn, NY 11231",11231,District School,36,8:10 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,98%,97%,100%,99%,100%,13,36%,2015-16 School Year,6.7,4,6.1,4,1.7,1,2014-15 School Year,3.7,3,4.3,3,3.8,3,4,3,2.7,3,3.1,2,4.8,3,46.4,"April 1, 2015",4
15K172,15K172,P.S. 172 Beacon School Of Excellence,825 4th Avenue,"Brooklyn, NY 11232",11232,District School,36,8:40 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,96%,100%,99%,98%,100%,32,91%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4,3,6,4,5.4,4,3.6,3,1.5,2,3.5,3,6.3,4,53.3,1-May-15,4
15K230,15K230,P.S. 230 Doris L. Cohen,1 Albemarle Road,"Brooklyn, NY 11218",11218,District School,72,8:20 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,,94%,98%,97%,97%,98%,36,52%,2015-16 School Year,6.9,4,6.9,4,4.2,3,2014-15 School Year,3.9,3,5.5,4,3.6,3,5.1,4,2.4,3,3.3,2,2.7,1,46.5,"December 10, 2014",3
15K261,15K261,P.S. 261 Philip Livingston,314 Pacific Street,"Brooklyn, NY 11201",11201,District School,36,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,87%,96%,91%,93%,94%,32,89%,2014-15 School Year,4.7,2,4.1,2,1.4,1,2014-15 School Year,2.4,1,1.5,1,2.8,1,2.9,1,2.5,3,2.4,1,1.7,1,25.2,1-Apr-15,4
15K295,15K295,P.S. 295,330 18th Street,"Brooklyn, NY 11215",11215,District School,34,8:15 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Outdoor (offsite) playspace,,90%,100%,95%,97%,99%,15,48%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,28-Jan-15,4
15K516,15K516,Sunset Park Avenues Elementary School,4222 4th Avenue,"Brooklyn, NY 11232",11232,District School,54,8:20 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (offsite) playspace,Dual Language (Spanish),99%,92%,92%,92%,92%,40,82%,2015-16 School Year,6.3,4,6.7,4,3.6,3,2014-15 School Year,4,3,5.3,4,5.4,4,4.2,3,2.2,2,3.3,2,4.5,3,49.9,4-Dec-14,4
15K676,15K676,Red Hook Neighborhood School,27 Huntington Street,"Brooklyn, NY 11231",11231,District School,14,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,76%,N/A,N/A,N/A,N/A,4,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4,3,5.3,4,5.6,4,3,2,3.3,3,3.5,3,5.7,4,53.4,"January 8, 2015",3
Z040,15Z040,The Little Brooklyn Pre-K Center at 4222 4th Avenue,4222 4th Avenue,"Brooklyn, NY 11232",11232,Pre-K Center,71,8:10 AM,6 hr 20 mins,Yes,No,Contact program directly for details,Please contact site for more information,,NA,100%,98%,96%,99%,59,83%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.8,3,7,4,5.8,4,5,4,2.8,3,4.1,3,4.7,3,58.2,,
Z076,15Z076,Pre-K Center at 173-177 25th Street,173-177 25th Street,"Brooklyn, NY 11232",11232,Pre-K Center,38,8:10 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,NA,99%,98%,97%,100%,33,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5.2,4,6.3,4,6.4,4,5.3,4,4.2,4,4,3,6,4,64.4,,
Z042,15Z042,Pre-K Center at P.S. 118 The Maurice Sendak Community School,211 8th Street,"Brooklyn, NY 11215",11215,Pre-K Center,45,8:20 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,NA,99%,77%,90%,93%,28,67%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,5,4,6.3,4,4.6,3,6.1,4,2.8,3,4.8,3,5,4,59.6,,
15K863,15K863,Pre-K Center At Bishop Ford School Site,500 19th Street ,"Brooklyn, NY 11215",11215,Pre-K Center,280,8:40 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Please contact site for more information,,NA,98%,97%,97%,98%,145,55%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.4,3,4.8,3,5.4,4,4.6,3,3.3,3,4.1,3,4.5,3,53.1,,
16K005,16K005,P.S. 5 Dr. Ronald Mcnair,820 Hancock Street,"Brooklyn, NY 11233",11233,District School,19,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,73%,92%,88%,94%,92%,13,72%,2014-15 School Year,6.9,4,6.6,4,4.9,3,2014-15 School Year,3.4,3,4.5,3,4.8,3,3.1,2,2.2,2,3.4,3,3.3,2,42.7,"November 19, 2015",3
16K021,16K021,P.S. 21 Crispus Attucks,180 Chauncey Street,"Brooklyn, NY 11233",11233,District School,46,8:20 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,90%,85%,90%,92%,89%,15,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.5,3,4.3,3,5,4,2.7,1,2.7,3,3.6,3,4.3,3,46.1,"March 10, 2016",2
16K025,16K025,P.S. 25 Eubie Blake School,787 Lafayette Avenue,"Brooklyn, NY 11221",11221,District School,15,8:00 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,90%,100%,90%,94%,90%,8,53%,2014-15 School Year,5.6,3,5.4,3,4.3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"November 12, 2015",3
16K026,16K026,P.S. 26 Jesse Owens,1014 Lafayette Avenue,"Brooklyn, NY 11221",11221,District School,16,8:00 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,90%,100%,100%,98%,100%,11,92%,2014-15 School Year,6.3,4,6.5,4,4.9,3,2015-16 School Year,4.2,3,4.5,3,4.4,3,5.7,4,2.5,3,3.8,3,3.8,3,50.9,"February 11, 2016",3
16K028,16K028,P.S. 28 The Warren Prep Academy,1001 Herkimer Street,"Brooklyn, NY 11233",11233,District School,16,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,63%,97%,100%,99%,100%,6,43%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,3.6,3,5.5,4,5,4,3.4,3,2.5,3,3.3,2,2.8,1,46.1,"May 11, 2015",3
16K040,16K040,P.S. 40 George W. Carver,265 Ralph Avenue,"Brooklyn, NY 11233",11233,District School,26,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,91%,100%,100%,99%,100%,7,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,18-May-15,3
16K081,16K081,P.S. 81 Thaddeus Stevens,990 Dekalb Avenue,"Brooklyn, NY 11221",11221,District School,19,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,91%,95%,88%,98%,88%,8,44%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"November 20, 2015",3
16K243,16K243,P.S. 243 - The Weeksville School,1580 Dean Street,"Brooklyn, NY 11213",11213,District School,25,8:15 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,75%,87%,84%,86%,86%,14,56%,2015-16 School Year,6.4,4,6.3,4,2.7,2,2014-15 School Year,3.1,2,4.8,3,2,1,4,3,2,2,3.1,2,2.3,1,35.3,"May 5, 2015",2
16K262,16K262,P.S. 262 El Hajj Malik El Shabazz Elementary School,500 Macon Street,"Brooklyn, NY 11233",11233,District School,19,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,79%,100%,98%,98%,100%,13,72%,2015-16 School Year,6.8,4,6.9,4,4.8,3,2014-15 School Year,3.3,2,4.3,3,3.6,3,3.8,3,2.2,2,3.4,3,2.3,1,39.9,"February 9, 2016",3
16K308,16K308,P.S. 308 Clara Cardwell,616 Quincy Street,"Brooklyn, NY 11221",11221,District School,16,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,71%,97%,97%,94%,93%,7,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"March 9, 2015",3
16K309,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,794 Monroe Street,"Brooklyn, NY 11221",11221,District School,29,8:00 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,54%,100%,95%,94%,94%,8,30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4,3,4.3,3,5.4,4,4.2,3,3,3,3.5,3,3.8,3,50.2,"November 3, 2014",3
16K335,16K335,P.S. 335 Granville T. Woods,130 Rochester Avenue,"Brooklyn, NY 11213",11213,District School,21,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,92%,87%,79%,88%,87%,11,55%,2014-15 School Year,5.8,3,5.7,3,2.1,2,2015-16 School Year,4.2,3,6,4,5.8,4,4.3,3,2.7,3,3.8,3,3.3,2,52.1,"January 28, 2016",3
16K627,16K627,Brighter Choice Community School,280 Hart Street,"Brooklyn, NY 11206",11206,District School,18,8:00 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,77%,100%,100%,100%,100%,14,88%,2015-16 School Year,6.1,4,5.8,3,2.9,2,2014-15 School Year,4.6,3,4.8,3,5.6,4,4.2,3,3.8,4,4.8,3,4.8,3,55.6,"November 21, 2014",4
16K628,16K628,Brooklyn Brownstone School,272 Macdonough Street,"Brooklyn, NY 11233",11233,District School,34,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace/Outdoor (offsite) playspace,,98%,97%,95%,98%,99%,23,74%,2014-15 School Year,6.1,4,5.7,3,3.2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"May 11, 2015",4
17K012,17K012,Dr. Jacqueline Peek-Davis School,430 Howard Avenue,"Brooklyn, NY 11233",11233,District School,21,8:00 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,70%,88%,96%,89%,97%,5,26%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"January 29, 2015",3
17K091,17K091,P.S. 91 The Albany Avenue School,532 Albany Avenue,"Brooklyn, NY 11203",11203,District School,42,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,82%,94%,82%,91%,91%,34,85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.3,3,5,4,5.8,4,3.6,3,3.7,3,5.1,4,1.7,1,51.2,"March 5, 2015",3
17K092,17K092,P.S. 92 Adrian Hegeman,601 Parkside Avenue,"Brooklyn, NY 11226",11226,District School,51,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,79%,100%,98%,93%,99%,11,25%,2015-16 School Year,6.5,4,5.9,3,3.1,2,2014-15 School Year,3.2,2,4.5,3,3,2,4.4,3,1.7,2,2.6,1,3,2,37.4,6-May-15,3
17K138,17K138,P.S. 138 Brooklyn,760 Prospect Place,"Brooklyn, NY 11216",11216,District School,29,8:30 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,88%,98%,99%,99%,98%,28,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,27-Mar-15,3
17K161,17K161,P.S. 161 The Crown,330 Crown Street,"Brooklyn, NY 11225",11225,District School,26,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,88%,N/A,N/A,N/A,N/A,4,17%,2015-16 School Year,6.2,4,6.0,4,3.9,3,2014-15 School Year,3.4,3,5.5,4,3,2,3.5,3,2.5,3,3.3,2,2.7,1,41.9,"March 17, 2015",3
17K181,17K181,P.S. 181 Brooklyn,1023 New York Avenue,"Brooklyn, NY 11203",11203,District School,35,8:20 AM,6 hr 20 mins,No,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,68%,98%,97%,87%,94%,8,24%,2015-16 School Year,6.2,4,6.5,4,3.4,3,2014-15 School Year,2.8,1,3.8,3,1.6,1,3.7,3,2.2,2,2.8,1,1.8,1,30.7,"December 15, 2015",3
17K191,17K191,P.S. 191 Paul Robeson,1600 Park Place,"Brooklyn, NY 11233",11233,District School,17,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,89%,86%,86%,90%,87%,9,60%,2015-16 School Year,6.0,4,7.0,4,3.1,2,2014-15 School Year,3.4,3,4.3,3,5.2,4,3.4,3,1.7,2,3.6,3,2.5,1,43.1,"January 29, 2016",3
17K221,17K221,P.S. 221 Toussaint L'Ouverture,791 Empire Boulevard,"Brooklyn, NY 11213",11213,District School,40,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,98%,97%,98%,98%,97%,26,68%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"March 9, 2015",3
17K241,17K241,P.S. 241 Emma L. Johnston,976 President Street,"Brooklyn, NY 11225",11225,District School,51,8:10 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Outdoor (onsite) playspace,,81%,97%,95%,96%,99%,24,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.5,3,5.8,4,6.6,4,4.1,3,2.8,3,3.9,3,5.3,4,57,"November 13, 2015",4
17K249,17K249,P.S. 249 The Caton,18 Marlborough Road,"Brooklyn, NY 11226",11226,District School,35,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Contact program directly for details,Please contact site for more information,,96%,100%,100%,99%,100%,31,94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"March 31, 2015",4
17K289,17K289,P.S. 289 George V. Brower,900 St Marks Avenue,"Brooklyn, NY 11213",11213,District School,31,Contact program about start time,6 hr 20 mins,Contact program about extended hours,Contact program about extended hours,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,79%,90%,96%,89%,93%,13,45%,2015-16 School Year,6.3,4,5.9,3,3.5,3,2014-15 School Year,1.9,1,1.8,1,1.2,1,2.6,1,1.3,1,2.3,1,1.7,1,19.8,"December 11, 2014",3
17K316,17K316,P.S. 316 Elijah Stroud,750 Classon Avenue,"Brooklyn, NY 11238",11238,District School,51,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,84%,98%,99%,95%,94%,17,35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"January 22, 2015",4
17K375,17K375,P.S. 375 Jackie Robinson School,46 Mckeever Place,"Brooklyn, NY 11225",11225,District School,35,8:00 AM,6 hr 20 mins,No,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,81%,93%,94%,95%,95%,21,64%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-16 School Year,4.2,3,6,4,6.2,4,4,3,2.7,3,3.5,3,4.5,3,54.1,"November 24, 2015",2
17K394,17K394,M.S. 394,188 Rochester Avenue,"Brooklyn, NY 11213",11213,District School,47,8:00 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"December 17, 2015",3
17K397,17K397,P.S. 397 Foster-Laurie,490 Fenimore Street,"Brooklyn, NY 11203",11203,District School,11,8:00 AM,6 hr 20 mins,Yes,No,Breakfast/Lunch/Snack(s),Indoor/Outdoor (onsite) playspace,,94%,87%,100%,98%,100%,6,55%,2015-16 School Year,5.4,3,4.7,2,1.4,1,2014-15 School Year,3.3,2,4.3,3,3.8,3,4.5,3,1.7,2,3.1,2,1.8,1,38.5,5-May-15,2
17K398,17K398,P.S. 398 Walter Weaver,60 East 94th Street,"Brooklyn, NY 11212",11212,District School,44,8:00 AM,6 hr 20 mins,No,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,81%,98%,98%,94%,97%,38,95%,2015-16 School Year,5.8,3,6.6,4,2.8,2,2014-15 School Year,2.5,1,2,1,3.2,2,2.7,1,1.8,2,3.1,2,1.3,1,26.6,"January 22, 2015",3
17K532,17K532,New Bridges Elementary,1025 Eastern Parkway,"Brooklyn, NY 11213",11213,District School,61,8:30 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,90%,98%,97%,97%,99%,31,43%,2014-15 School Year,6.7,4,6.6,4,3.5,3,2014-15 School Year,3.7,3,5.5,4,3.6,3,4.2,3,2.3,3,3.6,3,2.8,1,45.7,"February 5, 2015",3
17K705,17K705,Brooklyn Arts and Science Elementary School,443 St Marks Avenue,"Brooklyn, NY 11238",11238,District School,67,8:10 AM,6 hr 20 mins,Yes,Yes,Breakfast/Lunch,Indoor/Outdoor (onsite) playspace,,85%,99%,99%,98%,99%,50,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"February 3, 2015",3
